id,identifier,date,format,language,title,type,relation,creator,description
oai:N/A:Manchester~18~18~2161~220307,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2161~220307', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002032_0000.jpg', '15m3901']",۲۵۳۷ (۱۳۵۷)-‎تیر-‎۲۶,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۶۶).', 'Rastakhiz (966)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2162~220312,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2162~220312', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002033_0000.jpg', '15m3902']",۲۵۳۷ (۱۳۵۷)-‎تیر-‎۲۷,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۶۷).', 'Rastakhiz (967)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2163~220314,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2163~220314', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002034_0000.jpg', '15m3903']",,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۶۸).', 'Rastakhiz (968)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2164~220315,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2164~220315', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002035_0000.jpg', '15m3904']",۲۵۳۷ (۱۳۵۷)-‎تیر-‎۲۹,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۶۹).', 'Rastakhiz (969)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2165~220324,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2165~220324', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002036_0000.jpg', '15m3905']",۲۵۳۷ (۱۳۵۷)-‎تیر-‎۳۱,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۷۰).', 'Rastakhiz (970)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2166~220318,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2166~220318', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002037_0000.jpg', '15m3906']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۱,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۷۱).', 'Rastakhiz (971)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2167~220319,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2167~220319', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002038_0000.jpg', '15m3907']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۲,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۷۲).', 'Rastakhiz (972)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2168~220322,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2168~220322', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002039_0000.jpg', '15m3908']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۳,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۷۳).', 'Rastakhiz (973)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2169~220317,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2169~220317', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002040_0000.jpg', '15m3909']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۴,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۷۴).', 'Rastakhiz (974)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2170~220323,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2170~220323', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002041_0000.jpg', '15m3910']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۵,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۷۵).', 'Rastakhiz (975)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2171~220321,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2171~220321', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002042_0000.jpg', '15m3911']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۷,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۷۶).', 'Rastakhiz (976)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2172~220316,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2172~220316', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002043_0000.jpg', '15m3912']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۸,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۷۷).', 'Rastakhiz (977)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2173~220325,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2173~220325', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002044_0000.jpg', '15m3913']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۹,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۷۸).', 'Rastakhiz (978)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2174~220320,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2174~220320', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002045_0000.jpg', '15m3914']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۱۰,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۷۹).', 'Rastakhiz (979)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2175~220345,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2175~220345', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002046_0000.jpg', '15m3915']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۱۱,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۸۰).', 'Rastakhiz (980)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2176~220343,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2176~220343', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002047_0000.jpg', '15m3916']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۱۲,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۸۱).', 'Rastakhiz (981)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2177~220329,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2177~220329', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002048_0000.jpg', '15m3917']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۱۵,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۸۲).', 'Rastakhiz (982)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2178~220337,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2178~220337', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002049_0000.jpg', '15m3918']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۱۶,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۸۳).', 'Rastakhiz (983)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2179~220342,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2179~220342', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002050_0000.jpg', '15m3919']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۱۷,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۸۴).', 'Rastakhiz (984)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2180~220340,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2180~220340', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002051_0000.jpg', '15m3920']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۱۸,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۸۵).', 'Rastakhiz (985)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2181~220327,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2181~220327', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002052_0000.jpg', '15m3921']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۱۹,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۸۶).', 'Rastakhiz (986)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2182~220328,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2182~220328', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002053_0000.jpg', '15m3922']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۲۱,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۸۷).', 'Rastakhiz (987)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2183~220331,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2183~220331', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002054_0000.jpg', '15m3923']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۲۲,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۸۸).', 'Rastakhiz (988)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2184~220330,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2184~220330', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002055_0000.jpg', '15m3924']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۲۳,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۸۹).', 'Rastakhiz (989)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2185~220341,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2185~220341', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002056_0000.jpg', '15m3925']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۲۴,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۹۰).', 'Rastakhiz (990)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2186~220336,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2186~220336', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002057_0000.jpg', '15m3926']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۲۵,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۹۱).', 'Rastakhiz (991)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2187~220335,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2187~220335', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002058_0000.jpg', '15m3927']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۲۶,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۹۲).', 'Rastakhiz (992)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2188~220332,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2188~220332', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002059_0000.jpg', '15m3928']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۲۸,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۹۳).', 'Rastakhiz (993)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2189~220344,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2189~220344', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002060_0000.jpg', '15m3929']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۲۹,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۹۴).', 'Rastakhiz (994)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2190~220339,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2190~220339', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002061_0000.jpg', '15m3930']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۳۰,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۹۵).', 'Rastakhiz (995)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2191~220338,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2191~220338', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002062_0000.jpg', '15m3931']",۲۵۳۷ (۱۳۵۷)-‎مرداد-‎۳۱,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۹۶).', 'Rastakhiz (996)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2192~220333,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2192~220333', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002063_0000.jpg', '15m3932']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۱,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۹۷).', 'Rastakhiz (997)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2193~220334,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2193~220334', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002064_0000.jpg', '15m3933']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۲,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۹۸).', 'Rastakhiz (998)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2194~220326,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2194~220326', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002065_0000.jpg', '15m3934']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۴,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۹۹۹).', 'Rastakhiz (999)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2195~220354,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2195~220354', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002066_0000.jpg', '15m3935']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۶,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۱۰۰۰).', 'Rastakhiz (1000)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2196~220352,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2196~220352', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002067_0000.jpg', '15m3936']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۷,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۱۰۰۱).', 'Rastakhiz (1001)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2197~220357,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2197~220357', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002068_0000.jpg', '15m3937']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۸,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۱۰۰۲).', 'Rastakhiz (1002)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2198~220355,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2198~220355', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002069_0000.jpg', '15m3938']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۹,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۱۰۰۳).', 'Rastakhiz (1003)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2199~220353,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2199~220353', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002070_0000.jpg', '15m3939']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۱۱,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۱۰۰۴).', 'Rastakhiz (1004)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2200~220350,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2200~220350', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002071_0000.jpg', '15m3940']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۱۲,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۱۰۰۵).', 'Rastakhiz (1005)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2201~220349,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2201~220349', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002072_0000.jpg', '15m3941']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۱۵,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۱۰۰۷).', 'Rastakhiz (1007)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2202~220356,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2202~220356', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002073_0000.jpg', '15m3942']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۱۶,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۱۰۰۸).', 'Rastakhiz (1008)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2203~220348,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2203~220348', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002074_0000.jpg', '15m3943']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۱۸,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۱۰۰۹).', 'Rastakhiz (1009)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2204~220351,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2204~220351', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002075_0000.jpg', '15m3944']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۱۹,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۱۰۱۰).', 'Rastakhiz (1010)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2205~220483,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2205~220483', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002076_0000.jpg', '15m3945']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۲۰,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۱۰۱۱).', 'Rastakhiz (1011)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2206~220485,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2206~220485', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002077_0000.jpg', '15m3946']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۲۲,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۱۰۱۳).', 'Rastakhiz (1013)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
oai:N/A:Manchester~18~18~2207~220488,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~2207~220488', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/6897/escholar002078_0000.jpg', '15m3947']",۲۵۳۷ (۱۳۵۷)-‎شهریور-‎۲۳,PDF,"['ira', 'Persian']","['رستاخیز', 'Rastākhīz. (۱۰۱۴).', 'Rastakhiz (1014)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,حزب رستاخیز ملت ایران,
